question,answer_text,context,,
????? ?????? ???? ??? ?? ????,???? ????,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
???? ????? ??? ?????? ?? ???? ???? ??? ?? ??? ???? ??? ???? ?????? ???,11 ????,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
????? ?????? ??? ??? ???? ???? ???? ????,?? ??? ???,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
?????? ???? ??? ???? ????? ??? ????,?????,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
?????? ???? ??? ?????? ?? ??? ???? ???? ??? ?????? ????? ????? ????? ?? ???,??,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
???? ?2003 ?? ???? ??? ???? ???? ????,???? ????,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
???? ??? ????? ?? ???? ?????? ?? 100 ????? ?? ?? ??? ???????,?????,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
?? ??? ????? ??? ???? ????? ?? ???,??? ???,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
????? ???? ??? ??? ??????? ??? ?? ????? ????? ????? ????? ????,??,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
???? ?????? ?? ??? ????? ?????? ?? ???,24 ?? 2003,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
????? ?????? ???? ?? ??? ??? ?? ???? ???,?? ??? ???,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
???? ?46?? ???? ???? ?? ????? ??? ???? ??? ????? ???? ?????? ???? ?? ???,??? ????? ?,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
???? ?46?? ????? ???? ?? ??? ????? ??????,???? ?,"????? ?????? ?? ??? ??? ???? ?????? ???? ??? ??? ? ""'03 ???? ????"" ?? ???? ???? ??? ? ??????? ????? 100 ??? ? ??? ?????? ?? ????? ??? ??????? ???? ????? ????? ?? 24, 2003 ??? ? ???? ??????? ???? ? ?????? 200 ?? 317,000 ????? ??? ??? ??? ??? ???? ??? 11 ???? ????? ??? ? ?? ? ??????? ????? ???? ??? ??? ?? ? ""??? ????"" ??? ??? ????? ??? ? ????? ??? ?? ????? ??? ????? ?? ??? ? ???? ""??? ??"" ??? ??? ?? ????? ??? ???? ""?? ? ???? ??"" ?? ""?????? ?????"" ????? ?? ???? ? ???? ???? ???? ???? ???? ?????? ????? ?46?? ???? ???? ? ??? ???? ?? ? ???? ? ??? ?? ?? ?? ???? ""???? 2 ?"" ??? ?? ??? ? ??? ?? ??? ?? / ??? ???? ""???? ???"" ?? ??? ???? ????? ????? ???? ?? ""? ???? ?????"" ???? ??? ?? ???? ??? ?? ??? ? ?? ???? ????? ?",,
???? ???? ????? ???? ??? ?? ????,???? ???,"???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
??? ??? ?? ????? ??? ?? ????? ?????? ?? ?? ??? ???,2006,"???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
???? ????? ???? ?????? ???? ?? ?????? ????? ??? ????,??? 2003,"???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
????? ?? ????? ???? ?? ?? ????,???? ???,"???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
????? ????? ??? ??????? ?? ??????? ?????,?????,"???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
????? ?? ????? ???? ?? ??? ???? ?? ???,???? 2006,"???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
???? ????? ??? ????? ?? ??? 2003 ?? ????,???? ???? ???? ??,"???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
???? ?????? ?? ?? ???? ?????? ???? ?? ????,????? ????? ????? ??,"???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
"???? ???? 1, 2004 ?? ??? ???? ??????",??? ??? ????????,"???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
????? ?? ?????? ????? ???? ?? ????,???? ?? ?,"???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
???? ???? ????? ???? ??????? ???? ??? ????? ????,"541,000","???? 2003 ????? ??? ????? ??? ???? ???? ????? ?? ????? ??? ???? ???? ???? ????? ????? ??? ?????? ?? ????? ???? ????? ????? ????? ?? ???? ??? ?? ??? ????? ?????? ? ???? ???? 1, 2004 ????? ????? ????? ??? ????? ??? ????? ??? ??? ???XVI ???? ?? ????? ???? ???? ???? ? ???? ???? ??? ????? ??? ???? ??? ?? ?? ???????? ???? ???? ????? ????? ???? ?????? ??? ??? ? ??? ??? ? ????? ?? ??????? ????? ???? ????? ?? ???? ????? ?? ???? ?????? ??? ? ??? 15, 2004 ????? ???? ?????? 200 ?? ??? ??? ??????? ?????? ??? ?? ""???? ???"" ?? ""??????"" ????? ??? ???? ?????? ????? 100 ????? ?? ???? ???? ??? ???? ??? ??? ? ???? ????? ?? ???? ??? ??? ???? ?? ??? ? ????? ???... ?? ??? ?? ??? ????? ??????? ???? ???? ? ?? 11 ? 2005 ?????? ???? ????? ????? ???? ? ??? ???? ?? ??????? ???? ? ??? ?????? ????? ??? 1? ????? 25 ?? 2005 ????? ???? ????? 2006 ????? ???? ???? ?? ??? ???? ?",,
????? ??? ??? ???? ??? ?? ???? ????,???,"????? ???? ??? ???? ????? 5 ?? 2006 ?.? ????? ? ?? ????? ???? ???? ????? ????? ???? ? ???? ??????? ???? 541,000 ????? ??? ??? ???? 200 ?? ??? ??? ??? ?????? ???? ??? ?????? ???? ?? ????? ????? ???? ??? ? ?? ?? ????? ????? ??? ""????? ?"" ? ??? ??? ?????? ??? 100 ??? ?? ????? ?? ???? ? ???? ??? ??? ""??? ?????"" ???? ????? ??? ???? ??? ?? ???? ??? ???? ??? ???? ??? ??? ???????? ? ????? ? ??????? ? ??? ????? ?????? ???? ???? ??? ?? ? ? '?? ??? ??? ??? ?????? ?????? ? ""????? ???"" ? ""?? ??"" ?? ""??? ??? ????"" (?????? ????? ??? ?? ???) ?",,
